review,target
"I think I will make a movie next weekend. Oh wait, I'm working..oh I'm sure I can fit it in. It looks like whoever made this film fit it in. I hope the makers of this crap have day jobs because this film sucked!!! It looks like someones home movie and I don't think more than $100 was spent making it!!! Total crap!!! Who let's this stuff be released?!?!?!",0
"This film had a lot of promise, and the plot was relatively interesting, however the actors, director and editors seriously let this film down.<br /><br />I feel bad for the writers, it could have been good. The acting is wooden, very few of the characters are believable.<br /><br />Who ever edited this clearly just learnt some new edit techniques and wanted to splash them all over the film. There are lots of quick 'flashy' edits in almost every scene, which are clearly meant to be symbolic but just end up as annoying.<br /><br />I wanted to like this film and expected there to be a decent resolution to the breakdown of equilibrium but alas no, it left me feeling like I'd wasted my time and the film makers had wasted their money.",0
"I have this film out of the library right now and I haven't finished watching it. It is so bad I am in disbelief. Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished with it in 'Robin and Marian.' This is the worst thing about this appallingly stupid film. It's really only of interest because it was her last feature film and because of the Dorothy Stratten appearance just prior to her homicide.<br /><br />There is nothing but idiocy between Gazzara and his cronies. Little signals and little bows and nods to real screwball comedy of which this is the faintest, palest shadow.<br /><br />Who could believe that there are even some of the same Manhattan environs that Hepburn inhabited so magically and even mythically in 'Breakfast at Tiffany's' twenty years earlier? The soundtrack of old Sinatra songs and the Gershwin song from which the title is taken is too loud and obvious--you sure don't have to wait for the credits to find out that something was subtly woven into the cine-musique of the picture to know when the songs blasted out at you.<br /><br />'Reverting to type' means going back up as well as going back down, I guess. In this case, Audrey Hepburn's chic European lady is all you see of someone who was formerly occasionally an actress and always a star. Here she has even lost her talent as a star. If someone whose talent was continuing to grow in the period, like Ann-Margret, had played the role, there would have been some life in it, even given the unbelievably bad material and Mongoloid-level situations.<br /><br />Hepburn was a great person, of course, greater than most movie stars ever dreamed of being, and she was once one of the most charming and beautiful of film actors. After this dreadful performance, she went on to make an atrocious TV movie with Robert Wagner called 'Love Among Thieves.' In 'They all Laughed' it is as though she were still playing an ingenue in her 50's. Even much vainer and obviously less intelligent actresses who insisted upon doing this like Lana Turner were infinitely more effective than is Hepburn. Turner took acting seriously even when she was bad. Hepburn doesn't take it seriously at all, couldn't be bothered with it; even her hair and clothes look tacky. Her last really good work was in 'Two for the Road,' perhaps her most perfect, if possibly not her best in many ways.<br /><br />And that girl who plays the country singer is just sickening. John Ritter is horrible, there is simply nothing to recommend this film except to see Dorothy Stratten, who was truly pretty. Otherwise, critic David Thomson's oft-used phrase 'losing his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost all sex appeal by then, and so we have 2 films with Gazarra and Hepburn--who could ask for anything less? Sandra Dee's last, pitiful film 'Lost,' from 2 years later, a low-budget nothing, had more to it than this. At least Ms. Dee spoke in her own voice; by 1981, Audrey Hepburn's accent just sounded silly; she'd go on to do the PBS 'Gardens of the World with Audrey Hepburn' and there her somewhat irritating accent works as she walks through English gardens with aristocrats or waxes effusively about 'what I like most is when flowers go back to nature!' as in naturalized daffodils, but in an actual fictional movie, she just sounds ridiculous.<br /><br />To think that 'Breakfast at Tiffany's' was such a profound sort of light poetic thing with Audrey Hepburn one of the most beautiful women in the world--she was surely one of the most beautiful screen presences in 'My Fair Lady', matching Garbo in several things and Delphine Seyrig in 'Last Year at Marienbad.' And then this! And her final brief role as the angel 'Hap' in the Spielberg film 'Always' was just more of the lady stuff--corny, witless and stifling.<br /><br />I went to her memorial service at the Fifth Avenue Presbyterian Church, a beautiful service which included a boys' choir singing the Shaker hymn 'Simple Gifts.' The only thing not listed in the program was the sudden playing of Hepburn's singing 'Moon River' on the fire escape in 'Breakfast at Tiffany's,' and this brought much emotion and some real tears out in the congregation.<br /><br />A great lady who was once a fine actress (as in 'The Nun's Story') and one of the greatest and most beautiful of film stars in many movies of the 50's and 60's who became a truly bad one--that's not all that common. And perhaps it is only a great human being who, in making such things as film performances trivial, nevertheless has the largeness of mind to want to have the flaws pointed out mercilessly--which all of her late film work contained in abundance. Most of the talk about Hepburn's miscasting is about 'My Fair Lady.' But the one that should have had the original actress in it was 'Wait Until Dark,' which had starred Lee Remick on Broadway. Never as celebrated as Hepburn, she was a better actress in many ways (Hepburn was completely incapable of playing anything really sordid), although Hepburn was at least adequate enough in that part. After that, all of her acting went downhill.",0
"My interest in Dorothy Stratten caused me to purchase this video. Although it had great actors/actresses, there were just too many subplots going on to retain interest. Plus it just wasn't that interesting. Dialogue was stiff and confusing and the story just flipped around too much to be believable. I was pretty disappointed in what I believe was one of Audrey Hepburn's last movies. I'll always love John Ritter best in slapstick. He was just too pathetic here.",0
"This film is just plain horrible. John Ritter doing pratt falls, 75% of the actors delivering their lines as if they were reading them from cue cards, poor editing, horrible sound mixing (dialogue is tough to pick up in places over the background noise), and a plot that really goes nowhere. I didn't think I'd ever say this, but Dorothy Stratten is not the worst actress in this film. There are at least 3 others that suck more. Patti Hansen delivers her lines with the passion of Ben Stein. I started to wonder if she wasn't dead inside. Even Bogdanovich's kids are awful (the oldest one is definitely reading her lines from a cue card). This movie is seriously horrible. There's a reason Bogdanovich couldn't get another project until 4 years later. Please don't watch it. If you see it in your television listings, cancel your cable. If a friend suggests it to you, reconsider your friendship. If your spouse wants to watch it, you're better off finding another soulmate. I'd rather gouge my eyes out with lawn darts than sit through this piece of garbage again. If I could sum this film up in one word, that word would be: Suckotrocity",0
"Today I found ""They All Laughed"" on VHS on sale in a rental. It was a really old and very used VHS, I had no information about this movie, but I liked the references listed on its cover: the names of Peter Bogdanovich, Audrey Hepburn, John Ritter and specially Dorothy Stratten attracted me, the price was very low and I decided to risk and buy it. I searched IMDb, and the User Rating of 6.0 was an excellent reference. I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  wow  four stars! So, I decided that I could not waste more time and immediately see it. Indeed, I have just finished watching ""They All Laughed"" and I found it a very boring overrated movie. The characters are badly developed, and I spent lots of minutes to understand their roles in the story. The plot is supposed to be funny (private eyes who fall in love for the women they are chasing), but I have not laughed along the whole story. The coincidences, in a huge city like New York, are ridiculous. Ben Gazarra as an attractive and very seductive man, with the women falling for him as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous. In the end, the greater attractions certainly are the presence of the Playboy centerfold and playmate of the year Dorothy Stratten, murdered by her husband pretty after the release of this movie, and whose life was showed in ""Star 80"" and ""Death of a Centerfold: The Dorothy Stratten Story""; the amazing beauty of the sexy Patti Hansen, the future Mrs. Keith Richards; the always wonderful, even being fifty-two years old, Audrey Hepburn; and the song ""Amigo"", from Roberto Carlos. Although I do not like him, Roberto Carlos has been the most popular Brazilian singer since the end of the 60's and is called by his fans as ""The King"". I will keep this movie in my collection only because of these attractions (manly Dorothy Stratten). My vote is four.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")",0
"Its not the cast. A finer group of actors, you could not find. Its not the setting. The director is in love with New York City, and by the end of the film, so are we all! Woody Allen could not improve upon what Bogdonovich has done here. If you are going to fall in love, or find love, Manhattan is the place to go. No, the problem with the movie is the script. There is none. The actors fall in love at first sight, words are unnecessary. In the director's own experience in Hollywood that is what happens when they go to work on the set. It is reality to him, and his peers, but it is a fantasy to most of us in the real world. So, in the end, the movie is hollow, and shallow, and message-less.",0
"Never cast models and Playboy bunnies in your films! Bob Fosse's ""Star 80"" about Dorothy Stratten, of whom Bogdanovich was obsessed enough to have married her SISTER after her murder at the hands of her low-life husband, is a zillion times more interesting than Dorothy herself on the silver screen. Patty Hansen is no actress either..I expected to see some sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""The Last Picture Show"" I could watch again and again. This clunker I could barely sit through once. This movie was reputedly not released because of the brouhaha surrounding Ms. Stratten's tawdry death; I think the real reason was because it was so bad!",0
"This movie makes no sense at all, there are plot holes big enough to drive enormous NYPD vehicles through. The characters do not act in any plausible way whatsoever. I will put my comments in the chat board, but save your time and money, this is stupid. I can't stand when Hollywood spends millions of dollars on flash bang equipment and uses fancy editing and cool music, and does not bother to have a plot that hangs together at even the most basic level. But it is nice to see Denzel W. prevail over the Man, who comes in 3 flavors, Jodi Foster, Mayor Bloomberg and Capt. Von Trapp. There is even a sweet little kid with a video game who is nice.",0
"This is a dumb movie. Maybe my judgment wouldn't be so harsh if the film didn't promise so much, but I just felt like this movie cheated and played me for a fool at every turn.<br /><br />I didn't have any beef with the acting, but I thought the characters were awful. The movie starts off with Clive Owen's character telling us what a criminal mastermind he is, and how he planned the perfect bank robbery, something he frequently reminds us of later. Oh yeah, he also tells us he's in a prison cell, although that turns out to be a dumb metaphor. Any idiot knows that the best bank robbery is one where a minimum number of things could potentially go wrong, and you're long gone before the police show up. But Clive Owen's scheme requires hanging around the bank for hours - for no reason but to stalk around and look scary as far as I can tell. He also has to control hostages, negotiate with cops, and most fantastically of all, perform a This-Old-House job on the bank's stockroom and hide out there for a week (I hope he brought enough food, and a bucket to pee in) and then sneak out again. Yeah, that sure sounds like the perfect crime to me, Clive! This plan has so many moving parts that the only reason it didn't fall apart was the screenwriter said so.<br /><br />And then there are the many unexplained details: Why were the cops so convinced that the crooks had accomplices among the hostages? Who the hell is Jodie Foster's character, and why is she so important that she has the mayor at her beck and call and she doesn't have to tell Denzel Washington her agenda because ""it's above his pay scale?"" How dumb are these cops that they can't figure out one guy speaking in a foreign language for hours is not the sound of a criminal gang planning a robbery? How did the robbers slip away, and why did Clive Owen stick around for a week? How did they find out about the bank chairman's past, and the number and contents of his safe deposit box? Why the hell would Clive Owen let in Jodie Foster or the cops? Since when do they make toy AK-47s that look real up close? How the hell do you bug a pizza box, anyway? How did Clive Owen manage to sneak out of a secure area of the bank during working hours, undetected? Did this dispassionate criminal really feel bonded enough to this cop Denzel to slip him a diamond?<br /><br />None of these questions are ever answered. There are films that achieve depth by leaving you to wonder about events that happen off-screen, but I never felt that way about Inside Man. It felt like the scenes that explained these things were cut from the movie, or these questions never had any answers in the first place, and that's weak. Particularly annoying is Jodie Foster's character, who won't disclose what she does, but never seems to tire of reminding us how important she is. We're just supposed to take her word for it, I guess.<br /><br />The only reason I gave this movie two stars is I laughed at Denzel's ""taxi cab"" and ""pina colada"" gags, and at the kid's outrageous video game. Other than that, this movie has no redeeming features.",0
"Movie: There are some very interesting comments on IMDb about this movie. Its truly awful. Not enough money is spent on the movie and the way Spike Lee has made it, it seems like a combination of an indie film and an action flick. Characters/Actors: Denzel has done ""EXACTLY"" what he does in every movie, so no surprise there. Here is a little mind game for the readers. Quickly think of 10 Denzel movies. Now count how many of them were in which he played a cop/detective/body guard, whatever. Clive Owen, hmmmmmm, this guy needs a better role on his plate soon. His best performance was I think in ""Beyond Borders"". Other than that he did pretty much the same thing as he does in every movie as well. His tone and way of talking was very similar to what he did in ""Sin City"". Surely this guy knows acting, what he doesn't know is better way of choosing roles. He is in desperate need of a better agent. Jodie Foster was brilliant in the movie, if you are watching her for the first time in your life. She has done better. She has had better roles. It so happens in Hollywood that even the biggest stars fall down on their knees and pick up low class roles as Jody Foster did in this movie. Plot: Plot was not confusing, in fact, I could think of such a plot, in fact the whole movie, while taking a dump after a nice big Chinese dinner. I mean come on, ****SPOILER ON THE WAY----> I am sick of the un-necessary Haulocast and the Racism token. The movie is about bank robbers, why put the Haulocast and the Racism in there, nice try playing with people's emotions, worked on anyone? NOT ME. Police let the bank robbers go thinking they were hostages? Riiiiiiight, please, we're talking about US police force and security here. Nobody could find out where Clive was, I mean they didn't find anything different with that room. Who're we kidding? Conclusion: Sure, go watch this movie, if nothing, you'll have a nice time talking to you friends how bad the movie was. At least people won't think you're stupid to go watch this movie because they'd think you went to watch it because it has a big star cast ""MISTAKE"".",0
"A yawn-inducing, snail-paced disappointment, Inside Man tells the story of a detective (Denzel Washington) who is under investigation due to his possible involvement in a case of missing money. When a bank is robbed and hostages are held against their will by a mastermind thief (Clive Owen) and his team, the detective is assigned to coerce the thief to surrender  his one shot at proving he is innocent and worthy of his position. Enter a powerful woman (Jodie Foster) with secrets and intents of her own, sent to recover an item from the bank owner's safety deposit box that is stored within the bank, and you have quite the three-way dilemma. Unfortunately, all you get it set-up in the film, and nothing pays off in the end. Denzel Washington is at his most uninteresting in an ineffective and distastefully egocentric performance. The only saving grace for the film is its competent co-stars Jodie Foster and Clive Owen, who are much better than the film itself. In fact, Jodie Foster delivers the most surprising and high-caliber performance playing against type as a ruthless, cutthroat villain of sorts. Clive Owen isn't given much to do besides brood and pose, but the depth of his presence and his achieved acting ability more than make up for his underdeveloped role. It's strange that so much talent is wasted on this film of little impact or interest. You have to wonder what director Spike Lee was thinking while he was creating this film. The most perplexing aspect of Inside Man, however, is how much unwarranted praise it has received. For a film that seemed to have all the makings of a pre-summer blockbuster, this one falls horribly flat.",0
"My wife and I found this film to be highly unsatisfying. While the plot keeps you interested and busy wondering just what is going on, when you leave the theater, there are just too many loose ends that make no sense at all. (SPOILERS AHEAD) Christopher Plummer, enormously wealthy head of a NY bank has a terrible hidden secret. Profiting from WW II deals with the Nazis and hiding loot stolen from Jews, he keeps the evidence (including diamonds and documents with the Nazi swastika) in a safety deposit box in his bank. Why? If he wants this never to be revealed, why did he not burn and destroy the documents years ago? And the diamonds? Obviously, he does not need them - why keep them rather than dispose of them? How did the bank robbers find out his secret? How did they know to zero in on this very safety deposit box #232? Ace detective Denzel Washington also discovers bank records show SD Boxes No's 231 and 233, but no #232. Curious. He meticulously found time somehow to do an exhausting search of bank records to unearth this one curious fact. All the while dealing with a red hot hostage situation and bank robbers threatening to start executing them momentarily. Wow! Talk about super powers for a detective.<br /><br />The bank robbers leave behind millions of dollars in loose currency in the vault they have opened. They take only the contents of SD Box #232, ostensibly for the purpose of blackmailing the bank president. This defies any rational attempt at a logical explanation for what the film depicts as a criminal mastermind, or for his henchmen with lesser brains.<br /><br />Jodie Foster, using her political connections with the Mayor of NYC, gains permission to enter the bank which is under the control of the bank robbers while holding many hostages. She offers the chief bank robber a deal to buy back the documents he now has in hand, but he ain't interested. So what's his point (if any?).<br /><br />My wife was offended by the arrogance of all the players, Christopher Plummer (Bank President), Denzel Washington (ace detective), and Jodie Foster, crack trouble shooter for high-powered problems.<br /><br />The last Jodie Foster movie I saw, ""Flight Plan"", was also riddled with holes that made no sense at all. I thought I liked Jodie Foster, but I will probably avoid her future films.<br /><br />Now my problem is that I can rarely persuade my wife to go to the movies. I cannot disagree with her on this one ... ""A WASTE OF MONEY, AND A WASTE OF TIME."" Be forewarned. A well crafted film, fine actors, lousy script writing.",0
"I have never seen any of Spike Lee's prior films, as their trailers never caught my interest. I have seen, and admire Denzel Washington, and Jodie Foster's work, and have several of their DVDs. I was, however, entirely disappointed with this movie. If this film is any indication of Spike Lee's ability as a director, my advice would be to ""get a job"", and stop wasting the time and talent of others. <br /><br />I wonder if some of the other IMDb commentators watched the same movie that I'd seen. I can only assume, from their sappy lovelorn reviews, that their adoration of Spike Lee has blinded them to the banality of this piece of work. I only paid $2.50, in a ""Second Run"" theater, and still felt I'd wasted my money.<br /><br />The IMDb ""Trivia"" page says it all.......<br /><br />* ""Shot in 39 days"" -- How can you expect to shoot a big budget ""Blockbuster"", (as the media hype promised), in such a short time? No wonder there was such a weak performance by all.<br /><br />* ""Ron Howard was first going to direct the film..."" -- He may have done this project some justice, given more time to do so, of course. Though the writing was atrocious, the premise had some merits. <br /><br />OK! maybe not. I'm sorry! This film was so rife with pitiful cliché's, implausible scenes, and lousy characterizations, that maybe even he couldn't have made much of it. (Hey Ron! Be sure to thank Russell...Good call!) <br /><br />* ""Jodie Foster filmed her part in three weeks."" -- And it showed! Her portrayal of a ""Fixer"", who makes people's problems go away, was as unbelievable as the script she was given. Did she even want to be there?<br /><br />Other Peeves: <br /><br />* How many bank robbers would bother to come to the door, and inform a uniformed police officer that they were inside robbing the bank, and he'd better keep away...or else? <br /><br />* When ""Detective Frazier"", (Denzel Washington), comes into the bank to verify there are no corpses yet, how many bank robbers, without a gun, would have ""led"" a cop, (much less ""let"" a cop) back out to the front door, allowing the police officer to walk behind him? <br /><br />* Det. Frazier later claimed, to have given the robber ""every reason to shoot me."" Why, then, in their brief struggle, didn't he even try to expose the robber's face? That may have gotten the response he was looking for...a robber would have shot him just to prevent later identification. And why did it take ""Steve, Stevie, Steve-O"", (the robber's accomplice), so long to come and help out? <br /><br />* I understand that these weren't your typical bank robbers. They had a different agenda, and didn't want anyone harmed. But the cops had no reason to think that they wouldn't. To them it was a desperate situation. Why then, when two of the bad guys stepped outside to ""pick up the pizzas?"", were they not taken down. (first of all, how many robbers would have came outside without using a hostage as a shield? Is this Spike Lee's version of NY City, or SNL's?). Taking them down would have reduced the bad guy's numbers, screwed up their plans, and the remaining robbers would more probably have given up. If not, there at least would be fewer bad guys inside. (Give SWAT something to do, or send them home!)<br /><br />* What police department in this country, would have allowed Madeline White, (Jodie Foster), to just waltz right into the bank, and discuss a matter with the robbers, that she would not disclose to them first? She had no authority, no governmental credentials; and besides, this was after all, ""already"" a hostage situation...add one more?<br /><br />* Why wouldn't the Bank CEO, (Christopher Plummer), just have destroyed the incriminating documents a long time ago? Screw sentimentality! The diamonds, he could have sold.<br /><br />* Who was that ""schmuck"", (the character, not the actor), with the Jersey accent, that, conveniently, volunteered, and said he knew the recording was ""100% Albanian"", but yet he himself couldn't speak it.....SIR! PUT YOUR HAND DOWN! And his Ex-wife! What a ""schlump"" she was!!! Both were totally unbelievable. <br /><br />* When interrogating suspects, why did Det. Frazier, continually harass the individuals who were obviously not a part of the heist?, (i.e. - telling the elderly woman she could go, and then she couldn't, then could; then couldn't?) Give me a break! <br /><br />* Who, after seeing the bank robbers demand that the hostages put on jump suites, couldn't deduce their escape plan included coming out of the bank pretending to be some of the hostages? <br /><br />* Near the end of the movie, a false wall was shown to have been built in the supply room, behind which Clive Owens hid out for ""a week""....where did the materials come from? (the drywall & studs). It was also to be assumed that they cut into the sewer, so he could relieve himself. The bank employees hadn't complained about the smell, all week long? Hello!<br /><br />* After such a debacle; since the documents ""had"" fallen into the robber's hands, what kind of ""references"" was Ms. White expecting to get from the bank CEO, seeing that he was now to be a target for blackmail, due to her failure?<br /><br />* And last, but certainly not least, What's with the ""Electric Glide"" that Denzel did? HOW STUPID! Was that supposed to indicate his ""resolve"" to bring these guys to justice? He looked, rather, like a man who hopped a ride on a shopping cart, while trying to prevent a bowel movement! ""Cheeee-Zheeee""!!!! <br /><br />Other than the mediocre plot; lousy script; bad acting; and overall pitiful directing......yada, yada, yada. <br /><br />Hopefully this will give enough insight into the movie to help others decide whether to waste their money or not!<br /><br />.",0
"It's a waist to indulge such great actors in such a weak and boring movie. Besides all the unanswered questions posted in the other comments, what's so difficult about capturing the robbers? Just eliminate the bank workers, see who was at the bank-from all the cameras' footage angles-prior to the robbers entry and you have those extra 4 remaining robbers among the hostages. Where is the suspense every body is talking about? It was so obvious the moment the hostages were asked to change into this identical uniform that they were all going to walk out the front door... seen it many times. At least Mr. Spike Lee could have seasoned the movie with some good music score and artistic shooting. The Movie is not worth it. Pronto!",0
"It seems to me that Stephen King's ""Bachman"" pen-name was a way for him to put out some of the grimmer, rawer, more mean-spirited stuff that he wanted to write without 'contaminating' his 'brand name'. If you look back at the ""Bachman Books"" (Running Man, The Long Walk, Roadwork, Thinner) you notice they have a sealed-in feeling of airlessness and hopelessness about them that is distinct from mainstream King. I realize that we are talking about the guy whose first novel featured a humiliated, blood-covered, emotionally crippled teenage girl slaughtering everyone at her high school prom...but mainstream King always at have characters and plot elements that leaven the grimness of the proceedings a bit, and mostly have endings that offer at least a glimpse of hope and human feeling. Bachman books are just plain mean and always end badly. (BTW, ""Pet Semetary"" could have easily been a Bachman book if King hadn't revealed the alias by then. And ""The Dark Half"" seems to be at least partially about his ""Bachman"" persona.)<br /><br />""Thinner"" was the last Bachman book, and man, with its themes of class warfare, revenge, and death by starvation, it is nasty. So it should be no surprise that the movie follows suit. <br /><br />What is a surprise is that the adaptation seems to be filmed at a ""TV Movie Of the Week"" level of talent instead of something worthy of a theatrical release. (These days, something like this would probably go directly to DVD or cable). The makeup work and the striking motif (starving to death in the midst of plenty, a metaphor for the overfed, undernourished American middle class if there ever was one) is all that keeps you watching this misfire. <br /><br />What went wrong? My first thought is that the director was going for the nasty Bachman vibe, but he also somehow sucked all the interest out of the movie with poor casting choices - the actors here (with the exception of Joe Monetegna) simply can't carry the movie. And then he squished the warmth and life out of the rest of the movie with awkward pacing and scene structure. Plus he couldn't leave the plot alone, and his changes don't really help. The script and dialog ought to work, but mostly the movie just lies there. Everything is muffled, dull, airless, and no fun to watch...with the vivid exception of the spectacle of the main character getting....thinner, and thinner, and thinner. <br /><br />As other have pointed out, ""Thinner"" is by no means the worst King movie ever made (or even the second worst). And it does have a dreadful, compelling fascination owing to the theme and the careful makeup work. But first time viewers should approach this one with lowered expectations.",0
